Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Number of Fatalities,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,National Remoteness Areas,SA4 Name 2021,National LGA NAme 2021,National Road Type,Christmas Period,Easter Period,Day of week,Time of Day,Road User,Gender,Age,Age Group
20172127,Vic,6,2017,Thursday,17:10:00,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Arterial Road,No,No,Weekday,Day,Driver,Female,19,17_to_25
20173100,Qld,6,2017,Wednesday,17:00:00,Single,1,No,No,No,80,Inner Regional Australia,Wide Bay,Gympie,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,33,26_to_39
20171310,NSW,6,2017,Monday,15:45:00,Multiple,1,No,No,No,80,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,34,26_to_39
20175011,WA,6,2017,Friday,15:00:00,Multiple,2,No,No,Yes,40,Very Remote Australia,Western Australia - Outback (North),Port Hedland,National or State Highway,No,No,Weekday,Day,Passenger,Female,45,40_to_64
20175011,WA,6,2017,Friday,15:00:00,Multiple,2,No,No,Yes,40,Very Remote Australia,Western Australia - Outback (North),Port Hedland,National or State Highway,No,No,Weekday,Day,Driver,Male,46,40_to_64
20174009,SA,6,2017,Friday,17:50:00,Single,1,No,No,No,100,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,51,40_to_64
20171244,NSW,6,2017,Thursday,14:10:00,Multiple,1,No,No,No,60,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Female,65,65_to_74
20171235,NSW,6,2017,Wednesday,10:00:00,Single,1,No,No,No,80,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,Weekday,Day,Driver,Male,34,26_to_39
20175147,WA,6,2017,Friday,17:17:00,Multiple,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling,National or State Highway,No,No,Weekday,Day,Driver,Male,84,75_or_older
20172050,Vic,6,2017,Wednesday,10:30:00,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,80,75_or_older
20171200,NSW,6,2017,Thursday,06:55:00,Multiple,1,No,No,Yes,60,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,Weekday,Day,Motorcycle rider,Male,35,26_to_39
20175095,WA,6,2017,Friday,17:30:00,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day,Motorcycle rider,Male,23,17_to_25
20171149,NSW,6,2017,Sunday,18:45:00,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,Weekend,Night,Driver,Male,42,40_to_64
20171039,NSW,6,2017,Friday,13:37:00,Multiple,1,No,Yes,No,60,Major Cities of Australia,Sydney - Parramatta,Parramatta,Local Road,No,No,Weekday,Day,Driver,Male,30,26_to_39
20173129,Qld,6,2017,Monday,16:00:00,Multiple,1,No,Yes,No,80,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,46,40_to_64
20173016,Qld,6,2017,Monday,14:00:00,Single,1,No,No,No,80,Remote Australia,Cairns,Douglas,Collector Road,No,No,Weekday,Day,Driver,Male,70,65_to_74
20177010,NT,6,2017,Friday,12:27:00,Multiple,1,No,No,No,100,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,26,26_to_39
20174002,SA,6,2017,Friday,17:30:00,Multiple,1,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie,National or State Highway,No,No,Weekday,Day,Driver,Male,66,65_to_74
20176029,Tas,6,2017,Friday,08:30:00,Multiple,1,No,No,Yes,60,Outer Regional Australia,South East,Derwent Valley,Sub-arterial Road,No,No,Weekday,Day,Driver,Female,51,40_to_64
20175006,WA,6,2017,Monday,12:45:00,Multiple,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road,No,No,Weekday,Day,Driver,Male,40,40_to_64
20172176,Vic,6,2017,Tuesday,15:35:00,Multiple,3,Yes,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Day,Passenger,Female,91,75_or_older
20172176,Vic,6,2017,Tuesday,15:35:00,Multiple,3,Yes,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Day,Passenger,Female,95,75_or_older
20172176,Vic,6,2017,Tuesday,15:35:00,Multiple,3,Yes,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Day,Passenger,Female,80,75_or_older
20174010,SA,6,2017,Thursday,00:40:00,Single,2,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway,No,No,Weekday,Night,Passenger,Female,18,17_to_25
20174010,SA,6,2017,Thursday,00:40:00,Single,2,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,National or State Highway,No,No,Weekday,Night,Driver,Male,26,26_to_39
20173138,Qld,6,2017,Thursday,17:00:00,Multiple,1,No,No,No,5,Outer Regional Australia,Central Queensland,Livingstone,Local Road,No,No,Weekday,Day,Driver,Male,26,26_to_39
20176016,Tas,6,2017,Thursday,09:20:00,Multiple,1,Yes,No,No,60,Inner Regional Australia,Launceston and North East,Launceston,Sub-arterial Road,No,No,Weekday,Day,Driver,Female,55,40_to_64
20172133,Vic,6,2017,Thursday,15:10:00,Single,1,No,No,No,110,Inner Regional Australia,Hume,Strathbogie,National or State Highway,No,No,Weekday,Day,Driver,Male,36,26_to_39
20171063,NSW,6,2017,Thursday,14:15:00,Single,1,No,No,No,110,Inner Regional Australia,Capital Region,Yass Valley,National or State Highway,No,No,Weekday,Day,Passenger,Female,83,75_or_older
20175007,WA,6,2017,Thursday,09:20:00,Single,1,No,No,No,110,,,,,No,No,Weekday,Day,Driver,Male,45,40_to_64
20175091,WA,6,2017,Thursday,07:00:00,Single,1,No,Yes,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Albany,National or State Highway,No,No,Weekday,Day,Driver,Male,63,40_to_64
20172009,Vic,6,2017,Friday,16:10:00,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira,Local Road,No,No,Weekday,Day,Driver,Male,84,75_or_older
20171070,NSW,6,2017,Wednesday,08:40:00,Multiple,1,No,Yes,No,100,Inner Regional Australia,Riverina,Snowy Valleys,National or State Highway,No,No,Weekday,Day,Driver,Female,93,75_or_older
20171246,NSW,6,2017,Thursday,12:55:00,Multiple,2,No,No,Yes,110,Outer Regional Australia,Murray,Edward River,National or State Highway,No,No,Weekday,Day,Passenger,Female,65,65_to_74
20171246,NSW,6,2017,Thursday,12:55:00,Multiple,2,No,No,Yes,110,Outer Regional Australia,Murray,Edward River,National or State Highway,No,No,Weekday,Day,Driver,Male,66,65_to_74
20173126,Qld,6,2017,Friday,06:00:00,Multiple,1,No,Yes,No,80,Major Cities of Australia,Ipswich,Ipswich,National or State Highway,No,No,Weekday,Day,Passenger,Female,28,26_to_39
20172065,Vic,6,2017,Friday,17:10:00,Single,1,No,No,No,80,Inner Regional Australia,Melbourne - North East,Murrindindi,Arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,37,26_to_39
20171143,NSW,6,2017,Wednesday,08:10:00,Multiple,1,No,No,No,50,Inner Regional Australia,Richmond - Tweed,Kyogle,Local Road,No,No,Weekday,Day,Driver,Female,60,40_to_64
20172094,Vic,6,2017,Wednesday,07:51:00,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,57,40_to_64
20173195,Qld,6,2017,Tuesday,16:00:00,Multiple,1,No,No,No,60,Remote Australia,Cairns,Douglas,Collector Road,No,No,Weekday,Day,Motorcycle rider,Male,70,65_to_74
20172232,Vic,6,2017,Saturday,21:15:00,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Casey,Local Road,No,No,Weekend,Night,Pedestrian,Male,67,65_to_74
20171017,NSW,6,2017,Wednesday,18:10:00,Single,2,No,No,No,40,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,Weekday,Night,Motorcycle rider,Male,23,17_to_25
20171017,NSW,6,2017,Wednesday,18:10:00,Single,2,No,No,No,40,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,Weekday,Night,Pedestrian,Female,58,40_to_64
20173226,Qld,6,2017,Wednesday,20:00:00,Single,1,No,No,No,60,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road,No,No,Weekday,Night,Pedestrian,Male,44,40_to_64
20173090,Qld,6,2017,Monday,19:00:00,Single,1,Yes,No,No,50,Major Cities of Australia,Ipswich,Brisbane,Local Road,No,No,Weekday,Night,Pedestrian,Male,77,75_or_older
20171253,NSW,6,2017,Saturday,12:39:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,Weekend,Day,Pedestrian,Female,59,40_to_64
20173056,Qld,6,2017,Friday,11:00:00,Single,1,No,No,No,50,Major Cities of Australia,Gold Coast,Gold Coast,Local Road,No,No,Weekday,Day,Pedestrian,Male,64,40_to_64
20175143,WA,6,2017,Tuesday,16:35:00,Single,1,No,No,No,60,Major Cities of Australia,Perth - North East,Bassendean,Local Road,No,No,Weekday,Day,Pedestrian,Male,79,75_or_older
20171297,NSW,6,2017,Friday,10:10:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Local Road,No,No,Weekday,Day,Pedestrian,Male,74,65_to_74
20172078,Vic,6,2017,Wednesday,13:50:00,Single,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Arterial Road,No,No,Weekday,Day,Pedestrian,Female,93,75_or_older
20172014,Vic,6,2017,Friday,14:19:00,Single,1,No,No,Yes,50,Major Cities of Australia,Melbourne - West,Maribyrnong,Arterial Road,No,No,Weekday,Day,Pedestrian,Female,56,40_to_64
20177011,NT,6,2017,Tuesday,06:15:00,Single,1,Yes,No,No,80,Very Remote Australia,Northern Territory - Outback,Unincorporated NT,Sub-arterial Road,No,No,Weekday,Day,Pedestrian,Female,32,26_to_39
20171158,NSW,6,2017,Tuesday,17:20:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road,No,No,Weekday,Day,Pedestrian,Male,66,65_to_74
20174024,SA,6,2017,Tuesday,21:30:00,Single,1,No,No,No,40,Major Cities of Australia,Adelaide - South,Mitcham,National or State Highway,No,No,Weekday,Night,Pedestrian,Male,35,26_to_39
20171117,NSW,6,2017,Tuesday,18:09:00,Single,1,No,No,No,50,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road,No,No,Weekday,Night,Pedestrian,Female,60,40_to_64
20173041,Qld,6,2017,Monday,19:00:00,Single,1,No,No,No,100,Outer Regional Australia,Townsville,Burdekin,National or State Highway,No,No,Weekday,Night,Pedestrian,Female,19,17_to_25
20172024,Vic,6,2017,Sunday,17:30:00,Multiple,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway,No,No,Weekend,Day,Pedestrian,Male,30,26_to_39
20173081,Qld,6,2017,Wednesday,07:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane,Local Road,No,No,Weekday,Day,Pedestrian,Female,27,26_to_39
20173185,Qld,6,2017,Friday,17:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,Weekday,Day,Pedestrian,Male,22,17_to_25
20174025,SA,6,2017,Friday,17:45:00,Multiple,1,No,No,Yes,40,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Collector Road,No,No,Weekday,Day,Pedestrian,Male,44,40_to_64
20173082,Qld,6,2017,Wednesday,10:00:00,Multiple,1,Yes,Yes,No,50,Major Cities of Australia,Brisbane Inner City,Brisbane,Local Road,No,No,Weekday,Day,Pedestrian,Male,80,75_or_older
20173098,Qld,5,2017,Saturday,22:00:00,Single,1,No,No,No,80,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road,No,No,Weekend,Night,Driver,Female,23,17_to_25
20173027,Qld,5,2017,Saturday,03:00:00,Single,1,No,No,No,100,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway,No,No,Weekend,Night,Driver,Female,43,40_to_64
20171162,NSW,5,2017,Saturday,03:30:00,Multiple,2,No,No,Yes,110,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekend,Night,Passenger,Male,9,0_to_16
20171162,NSW,5,2017,Saturday,03:30:00,Multiple,2,No,No,Yes,110,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekend,Night,Passenger,Male,12,0_to_16
20172118,Vic,5,2017,Sunday,18:20:00,Single,1,No,No,No,100,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Arterial Road,No,No,Weekend,Night,Driver,Male,89,75_or_older
20172199,Vic,5,2017,Friday,23:45:00,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Arterial Road,No,No,Weekend,Night,Driver,Male,36,26_to_39
20176003,Tas,5,2017,Friday,20:30:00,Single,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Meander Valley,Local Road,No,No,Weekend,Night,Driver,Male,26,26_to_39
20171308,NSW,5,2017,Thursday,04:36:00,Multiple,2,No,No,No,60,Major Cities of Australia,Sydney - City and Inner South,Inner West,Local Road,No,No,Weekday,Night,Driver,Male,62,40_to_64
20171308,NSW,5,2017,Thursday,04:36:00,Multiple,2,No,No,No,60,Major Cities of Australia,Sydney - City and Inner South,Inner West,Local Road,No,No,Weekday,Night,Passenger,Male,49,40_to_64
20171201,NSW,5,2017,Tuesday,21:00:00,Single,1,No,No,No,70,Major Cities of Australia,Sydney - City and Inner South,Bayside,National or State Highway,No,No,Weekday,Night,Passenger,Male,20,17_to_25
20172129,Vic,5,2017,Wednesday,22:00:00,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,Weekday,Night,Driver,Female,27,26_to_39
20172042,Vic,5,2017,Friday,01:50:00,Single,1,No,No,No,70,Major Cities of Australia,Melbourne - West,Brimbank,Arterial Road,No,No,Weekday,Night,Driver,Male,22,17_to_25
20171345,NSW,5,2017,Friday,03:00:00,Single,1,No,No,No,50,Inner Regional Australia,Richmond - Tweed,Kyogle,Arterial Road,No,No,Weekday,Night,Driver,Male,36,26_to_39
20175110,WA,5,2017,Monday,19:00:00,Single,1,No,No,No,110,Outer Regional Australia,Western Australia - Outback (South),Irwin,National or State Highway,No,No,Weekday,Night,Driver,Male,44,40_to_64
20173077,Qld,5,2017,Thursday,18:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Queensland - Outback,Mareeba,Sub-arterial Road,No,No,Weekday,Night,Driver,Female,54,40_to_64
20173074,Qld,5,2017,Thursday,02:00:00,Multiple,1,No,No,Yes,100,Inner Regional Australia,Ipswich,Somerset,National or State Highway,No,No,Weekday,Night,Driver,Male,34,26_to_39
20175048,WA,5,2017,Wednesday,00:14:00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night,Passenger,Male,27,26_to_39
20172148,Vic,5,2017,Monday,18:15:00,Multiple,1,No,No,No,100,Inner Regional Australia,Ballarat,Moorabool,Arterial Road,No,No,Weekday,Night,Motorcycle rider,Male,62,40_to_64
20173219,Qld,5,2017,Sunday,17:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Collector Road,No,No,Weekend,Day,Motorcycle rider,Male,62,40_to_64
20171094,NSW,5,2017,Sunday,00:35:00,Multiple,1,Yes,No,No,80,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,National or State Highway,No,No,Weekend,Night,Pedestrian,Female,24,17_to_25
20175075,WA,5,2017,Sunday,12:30:00,Single,1,No,No,No,100,,,,,No,No,Weekend,Day,Passenger,Male,20,17_to_25
20171101,NSW,5,2017,Sunday,12:00:00,Single,1,No,No,No,60,Inner Regional Australia,Illawarra,Kiama,Arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,65,65_to_74
20176018,Tas,5,2017,Sunday,17:35:00,Multiple,2,No,No,No,80,Inner Regional Australia,Hobart,Clarence,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,45,40_to_64
20176018,Tas,5,2017,Sunday,17:35:00,Multiple,2,No,No,No,80,Inner Regional Australia,Hobart,Clarence,Sub-arterial Road,No,No,Weekend,Day,Passenger,Female,48,40_to_64
20173029,Qld,5,2017,Saturday,16:00:00,Multiple,1,No,No,No,80,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,Weekend,Day,Driver,Female,26,26_to_39
20174063,SA,5,2017,Sunday,14:30:00,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,33,26_to_39
20175098,WA,5,2017,Sunday,10:55:00,Single,1,No,No,No,60,,,,,No,No,Weekend,Day,Motorcycle rider,Male,45,40_to_64
20171194,NSW,5,2017,Saturday,12:15:00,Multiple,1,No,No,No,60,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,Weekend,Day,Motorcycle rider,Female,45,40_to_64
20176004,Tas,5,2017,Saturday,14:30:00,Multiple,1,No,No,No,100,Inner Regional Australia,Launceston and North East,Launceston,Arterial Road,No,No,Weekend,Day,Driver,Female,49,40_to_64
20173158,Qld,5,2017,Saturday,08:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,Weekend,Day,Driver,Male,45,40_to_64
20172095,Vic,5,2017,Sunday,11:20:00,Multiple,1,No,No,No,60,Major Cities of Australia,Geelong,Greater Geelong,Collector Road,No,No,Weekend,Day,Driver,Male,59,40_to_64
20171057,NSW,5,2017,Saturday,14:00:00,Single,1,No,No,No,100,Outer Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,Weekend,Day,Driver,Male,64,40_to_64
20172197,Vic,5,2017,Sunday,16:05:00,Multiple,2,No,No,No,110,Inner Regional Australia,Hume,Benalla,Local Road,No,No,Weekend,Day,Driver,Male,91,75_or_older
20172197,Vic,5,2017,Sunday,16:05:00,Multiple,2,No,No,No,110,Inner Regional Australia,Hume,Benalla,Local Road,No,No,Weekend,Day,Passenger,Female,81,75_or_older
20173189,Qld,5,2017,Sunday,14:00:00,Multiple,2,No,No,No,80,Outer Regional Australia,Cairns,Douglas,National or State Highway,No,No,Weekend,Day,Motorcycle rider,Male,50,40_to_64
20173189,Qld,5,2017,Sunday,14:00:00,Multiple,2,No,No,No,80,Outer Regional Australia,Cairns,Douglas,National or State Highway,No,No,Weekend,Day,Motorcycle pillion passenger,Female,45,40_to_64
20171106,NSW,5,2017,Saturday,14:20:00,Single,1,No,No,No,100,Outer Regional Australia,Riverina,Leeton,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,28,26_to_39
20172206,Vic,5,2017,Saturday,15:37:00,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,42,40_to_64
20172158,Vic,5,2017,Tuesday,09:50:00,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway,No,No,Weekday,Day,Driver,Female,18,17_to_25
20173210,Qld,5,2017,Tuesday,11:00:00,Multiple,1,No,No,No,80,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,40,40_to_64
20173201,Qld,5,2017,Tuesday,16:00:00,Single,1,No,No,No,100,Inner Regional Australia,Central Queensland,Livingstone,Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Female,40,40_to_64
20172208,Vic,5,2017,Tuesday,06:30:00,Single,1,No,No,No,80,Outer Regional Australia,Warrnambool and South West,Glenelg,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,32,26_to_39
20171177,NSW,5,2017,Tuesday,10:15:00,Multiple,1,No,No,Yes,110,Major Cities of Australia,Central Coast,Central Coast,National or State Highway,No,No,Weekday,Day,Passenger,Male,49,40_to_64
20171128,NSW,5,2017,Saturday,18:30:00,Multiple,1,No,No,No,50,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,No,No,Weekend,Night,Driver,Male,86,75_or_older
20172051,Vic,5,2017,Monday,13:57:00,Single,1,No,No,No,60,Inner Regional Australia,Ballarat,Ballarat,Collector Road,No,No,Weekday,Day,Driver,Female,30,26_to_39
20171137,NSW,5,2017,Wednesday,07:05:00,Multiple,1,No,Yes,No,100,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,Weekday,Day,Driver,Male,45,40_to_64
20173156,Qld,5,2017,Thursday,06:00:00,Single,1,No,Yes,No,100,Remote Australia,Darling Downs - Maranoa,Maranoa,Collector Road,No,No,Weekday,Day,Driver,Male,37,26_to_39
20173078,Qld,5,2017,Monday,10:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road,No,No,Weekday,Day,Driver,Male,86,75_or_older
20173066,Qld,5,2017,Thursday,11:00:00,Single,1,No,Yes,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway,No,No,Weekday,Day,Driver,Male,70,65_to_74
20172141,Vic,5,2017,Monday,14:09:00,Single,1,No,No,No,100,Inner Regional Australia,Ballarat,Central Goldfields,Arterial Road,No,No,Weekday,Day,Driver,Female,26,26_to_39
20173178,Qld,5,2017,Tuesday,08:00:00,Multiple,1,No,Yes,No,40,Inner Regional Australia,Logan - Beaudesert,Logan,National or State Highway,No,No,Weekday,Day,Motorcycle rider,Male,43,40_to_64
20176033,Tas,5,2017,Tuesday,09:30:00,Multiple,1,No,No,No,80,Inner Regional Australia,Hobart,Derwent Valley,National or State Highway,No,No,Weekday,Day,Driver,Male,89,75_or_older
20171196,NSW,5,2017,Monday,06:06:00,Multiple,3,No,No,Yes,110,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,Weekday,Day,Passenger,Female,15,0_to_16
20171196,NSW,5,2017,Monday,06:06:00,Multiple,3,No,No,Yes,110,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,Weekday,Day,Driver,Female,17,17_to_25
20171196,NSW,5,2017,Monday,06:06:00,Multiple,3,No,No,Yes,110,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,Weekday,Day,Driver,Male,19,17_to_25
20171233,NSW,5,2017,Tuesday,14:11:00,Multiple,1,No,No,No,110,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway,No,No,Weekday,Day,Driver,Male,46,40_to_64
20174008,SA,5,2017,Tuesday,11:00:00,Single,1,No,No,No,80,Remote Australia,South Australia - South East,Kangaroo Island,Sub-arterial Road,No,No,Weekday,Day,Driver,Female,79,75_or_older
20171174,NSW,5,2017,Thursday,17:25:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Outer South West,Camden,Local Road,No,No,Weekday,Day,Pedal cyclist,Male,67,65_to_74
20172074,Vic,5,2017,Friday,13:20:00,Multiple,1,No,No,No,50,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,49,40_to_64
20174054,SA,5,2017,Thursday,13:15:00,Single,1,No,No,No,80,Outer Regional Australia,South Australia - Outback,Whyalla,Arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,40,40_to_64
20175152,WA,5,2017,Friday,11:00:00,Multiple,1,No,Yes,No,110,Remote Australia,Western Australia - Wheat Belt,Westonia,National or State Highway,No,No,Weekday,Day,Passenger,Male,44,40_to_64
20173177,Qld,5,2017,Tuesday,09:00:00,Multiple,1,No,No,No,50,Outer Regional Australia,Cairns,Tablelands,Local Road,No,No,Weekday,Day,Driver,Female,46,40_to_64
20171166,NSW,5,2017,Friday,08:25:00,Single,1,Yes,No,No,50,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,Weekday,Day,Passenger,Male,75,75_or_older
20171268,NSW,5,2017,Tuesday,14:44:00,Multiple,1,No,No,No,90,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Arterial Road,No,No,Weekday,Day,Passenger,Female,79,75_or_older
20174017,SA,5,2017,Wednesday,14:00:00,Single,1,No,No,No,100,Outer Regional Australia,South Australia - South East,Tatiara,Collector Road,No,No,Weekday,Day,Driver,Male,58,40_to_64
20172081,Vic,5,2017,Monday,08:45:00,Single,1,No,Yes,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Arterial Road,No,No,Weekday,Day,Driver,Male,21,17_to_25
20171118,NSW,5,2017,Friday,07:30:00,Multiple,1,No,No,No,100,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,No,No,Weekday,Day,Driver,Female,62,40_to_64
20172196,Vic,5,2017,Monday,10:33:00,Multiple,1,No,No,No,60,Outer Regional Australia,North West,Mildura,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,68,65_to_74
20171284,NSW,5,2017,Tuesday,12:15:00,Multiple,1,No,No,No,70,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,87,75_or_older
20171054,NSW,5,2017,Monday,06:00:00,Single,1,No,No,Yes,100,Outer Regional Australia,Murray,Berrigan,National or State Highway,No,No,Weekday,Day,Driver,Male,63,40_to_64
20172153,Vic,5,2017,Thursday,07:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Port Phillip,Arterial Road,No,No,Weekday,Day,Pedal cyclist,Male,51,40_to_64
20171240,NSW,5,2017,Friday,14:30:00,Single,1,No,No,No,100,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,No,No,Weekday,Day,Passenger,Female,4,0_to_16
20171129,NSW,5,2017,Thursday,06:40:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road,No,No,Weekday,Day,Motorcycle rider,Male,21,17_to_25
20172202,Vic,5,2017,Thursday,15:20:00,Multiple,1,No,No,No,40,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,22,17_to_25
20178004,ACT,5,2017,Wednesday,11:55:00,Multiple,1,No,No,No,80,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Collector Road,No,No,Weekday,Day,Driver,Male,91,75_or_older
20171267,NSW,5,2017,Thursday,14:50:00,Single,1,No,No,No,90,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road,No,No,Weekday,Day,Driver,Male,40,40_to_64
20172039,Vic,5,2017,Wednesday,15:00:00,Single,1,No,No,No,-9,Inner Regional Australia,Ballarat,Moorabool,Local Road,No,No,Weekday,Day,Driver,Male,92,75_or_older
20172155,Vic,5,2017,Friday,11:36:00,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,83,75_or_older
20173208,Qld,5,2017,Wednesday,16:00:00,Multiple,1,No,No,No,50,Outer Regional Australia,Townsville,Townsville,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,39,26_to_39
